"","ID","EntrezGeneID","ORF","GB_ACC","PROBE_DERIVED_FROM_TRANSCRIPT","SPOT_ID","RosettaGeneModelID"
"20871","10025911677","30817","EMR2","NM_152916","NM_152916","","HSG00305554"
"20872","10025906663","203068","TUBB","NM_178014","NM_178014","","HSG00244606"
"20873","10025927158","","","AA703201","non-public","","HSG00352460"
"20874","10023822052","467","ATF3","NM_004024","NM_004024","","HSG00203707"
"20875","10025927138","","","BE184495","non-public","","HSG00381597"
"20876","10025909691","5436","POLR2G","NM_002696","NM_002696","","HSG00274759"
"20877","10025903897","79982","DNAJB14","NM_024920","NM_024920","","HSG00227357"
"20878","10023820926","433","ASGR2","NM_001181","NM_001181","","HSG00302307"
"20879","10023821029","1390","CREM","NM_001881","NM_001881","","HSG00269012"
"20880","10023811818","284542","","AK090467","non-public","","HSG00205754"
"20881","10031919946","","","CR749727","CR749727","","HSG00349972"
"20882","10025907563","64147","KIF9","NM_182903","NM_182903","","HSG00220280"
"20883","10025913957","","","AL137590","AL137590","","HSG00425131"
"20884","10025907484","329","BIRC2","NM_001166","NM_001166","","HSG00271113"
"20885","10025933696","","","CD513956","non-public","","HSG00309168"
"20886","10025927149","497049","","AK098624","AK098624","","HSG00308600"
"20887","10025935714","","","XM_210692","XM_210692","","HSG00387920"
"20888","10025924971","","","BX105730","non-public","","HSG00256422"
"20889","10023824570","84959","","NM_032873","non-public","","HSG00272888"
"20890","10025906547","131377","KBTBD5","NM_152393","NM_152393","","HSG00220762"
"20891","10025923473","","","AL133103","AL133103","","HSG00221496"
"20892","10023813652","2891","GRIA2","NM_000826","NM_000826","","HSG00228120"
"20893","10025910852","56658","TRIM39","NM_021253","NM_021253","","HSG00243540"
"20894","10023823359","55753","OGDHL","NM_018245","NM_018245","","HSG00269679"
"20895","10025926746","388567","","NM_001023561","non-public","","HSG00308249"
"20896","10023811936","1565","CYP2D6","NM_000106","NM_000106","","HSG00314516"
"20897","10023814235","440895","","XM_496582","non-public","","HSG00210935"
"20898","10023818188","402617","","XM_117451","non-public","","HSG00248130"
"20899","10023840320","195814","","NM_138969","NM_138969","","HSG00259895"
"20900","10023824760","1815","DRD4","NM_000797","NM_000797","","HSG00274123"
"20901","10025912995","10136","ELA3A","NM_005747","NM_005747","","HSG00207360"
"20902","10023810581","6636","SNRPF","NM_003095","NM_003095","","HSG00278594"
"20903","10025912740","219404","","NM_152705","NM_152705","","HSG00284886"
"20904","10023806356","388610","","XM_371238","non-public","","HSG00358517"
"20905","10025933761","","","","non-public","ENSEMBLE: ENST00000344588","HSG00273571"
"20906","10023825006","7123","CLEC3B","NM_003278","NM_003278","","HSG00220025"
"20907","10023842871","5449","POU1F1","NM_000306","NM_000306","","HSG00219471"
"20908","10023815219","","","AI333006","non-public","","HSG00352410"
"20909","10025924684","","","AK090762","AK090762","","HSG00350147"
"20910","10023816206","26130","GAPVD1","AB040954","AB040954","","HSG00261202"
"20911","10025929019","","","BX645027","non-public","","HSG00370572"
"20912","10023816590","8050","PDHX","NM_003477","NM_003477","","HSG00272410"
"20913","10023839391","474344","GIMAP6","NM_024711","NM_024711","","HSG00249980"
"20914","10025914180","","","BX106130","non-public","","HSG00224261"
"20915","10023829948","","","AK055572","AK055572","","HSG00228875"
"20916","10025908568","11137","PWP1","NM_007062","NM_007062","","HSG00276841"
"20917","10023828292","283464","GLT8D3","AK021752","AK021752","","HSG00279794"
"20918","10023813997","","","AK091973","non-public","","HSG00291939"
"20919","10025905697","51111","SUV420H1","NM_017635","NM_017635","","HSG00271398"
"20920","10023827250","1579","CYP4A11","NM_000778","NM_000778","","HSG00208382"
"20921","10025909780","4688","NCF2","NM_000433","NM_000433","","HSG00202314"
"20922","10025926934","401132","","AL833514","AL833514","","HSG00228097"
"20923","10023820427","56938","ARNTL2","NM_020183","non-public","","HSG00276752"
"20924","10025913247","6512","SLC1A7","NM_006671","NM_006671","","HSG00209225"
"20925","10025920216","152578","","AL080225","AL080225","","HSG00228889"
"20926","10023807372","","","AK025346","non-public","","HSG00418347"
"20927","10025907327","9946","CRYZL1","NM_145858","NM_145858","","HSG00315799"
"20928","10023843383","26287","ANKRD2","NM_020349","NM_020349","","HSG00268728"
"20929","10025907671","5889","RAD51C","NM_058217","NM_058217","","HSG00297716"
"20930","10025910282","79998","ANKRD53","NM_024933","NM_024933","","HSG00215648"
"20931","10025911264","114131","UCN3","NM_053049","NM_053049","","HSG00269157"
"20932","10023849078","79882","","NM_024824","NM_024824","","HSG00288083"
"20933","10025925818","440525","","XM_498717","non-public","","HSG00352356"
"20934","10025908624","64087","MCCC2","NM_022132","NM_022132","","HSG00232570"
"20935","10023820933","2530","FUT8","NM_004480","NM_004480","","HSG00287832"
"20936","10023818327","","","AK123586","non-public","","HSG00246728"
"20937","10025926367","","","AA559161","non-public","","HSG00421187"
"20938","10025911059","51741","WWOX","NM_130788","NM_130788","","HSG00297002"
"20939","10025932329","","","BU730176","non-public","","HSG00274400"
"20940","10025925496","80823","BHLHB9","NM_030639","non-public","","HSG00253743"
"20941","10025905413","439","ASNA1","NM_004317","NM_004317","","HSG00307009"
"20942","10023808250","7011","TEP1","NM_007110","non-public","","HSG00287175"
"20943","10025904509","10047","CST8","NM_005492","NM_005492","","HSG00312403"
"20944","10023817262","27316","RBMX","NM_002139","NM_002139","","HSG00254684"
"20945","10025912822","54933","RHBDL2","NM_017821","NM_017821","","HSG00206541"
"20946","10025905269","678","ZFP36L2","NM_006887","NM_006887","","HSG00213642"
"20947","10023805259","2065","ERBB3","NM_001982","NM_001982","","HSG00276999"
"20948","10023845949","84690","SPATA22","NM_032598","NM_032598","","HSG00302265"
"20949","10023811960","55620","","NM_017720","NM_017720","","HSG00306512"
"20950","10023808300","8503","PIK3R3","NM_003629","non-public","","HSG00204484"
"20951","10025904952","284217","LAMA1","NM_005559","NM_005559","","HSG00303634"
"20952","10025931294","","","BX102475","non-public","","HSG00215500"
"20953","10023805882","","","CR622586","non-public","","HSG00221349"
"20954","10023805293","27347","STK39","NM_013233","NM_013233","","HSG00212561"
"20955","10025921234","390082","OR52E5","NM_001005166","non-public","","HSG00273315"
"20956","10025908995","6692","SPINT1","NM_003710","NM_003710","","HSG00290908"
"20957","10025913271","7404","UTY","NM_182660","NM_182660","","HSG00312959"
"20958","10023830800","79064","","NM_024084","NM_024084","","HSG00272591"
"20959","10025928531","","","BC030122","BC030122","","HSG00394088"
"20960","10025927366","","","AF147364","AF147364","","HSG00246667"
"20961","10023806468","","","AI023421","non-public","","HSG00208397"
"20962","10023814391","8560","DEGS1","NM_003676","NM_003676","","HSG00202952"
"20963","10025929025","83666","PARP9","AK092629","AK092629","","HSG00219609"
"20964","10025919829","254170","FBXO33","NM_203301","non-public","","HSG00287516"
"20965","10025934640","","","AI911601","non-public","","HSG00410543"
"20966","10025906886","124044","","NM_152339","NM_152339","","HSG00295545"
"20967","10025906785","164312","C20orf75","NM_152611","NM_152611","","HSG00311706"
"20968","10025912771","259290","TAS2R44","NM_176885","NM_176885","","HSG00278134"
"20969","10025915505","","","AK024321","AK024321","","HSG00245683"
"20970","10025905271","7728","ZNF175","NM_007147","NM_007147","","HSG00305906"
"20971","10025906842","126868","C1orf161","NM_152367","NM_152367","","HSG00206902"
"20972","10025902766","4513","COX2","NM_173711","NM_173711","","HSG00317993"
"20973","10025911995","55917","CTTNBP2NL","NM_018704","NM_018704","","HSG00205154"
"20974","10025902710","155038","GIMAP8","NM_175571","NM_175571","","HSG00248608"
"20975","10025925476","339123","","XM_290722","non-public","","HSG00295248"
"20976","10023819753","","","AF055023","AF055023","","HSG00301465"
"20977","10023805298","758","MPPED1","NM_001585","non-public","","HSG00314699"
"20978","10023808131","5547","PRCP","NM_005040","NM_005040","","HSG00272461"
"20979","10025933662","","","BF961645","non-public","","HSG00426220"
"20980","10023812757","283871","","XM_208887","non-public","","HSG00296479"
"20981","10025907674","55718","POLR3E","NM_018119","NM_018119","","HSG00295208"
"20982","10025926267","115110","","AL359943","AL359943","","HSG00202523"
"20983","10023849807","25890","ABI3BP","NM_024801","NM_024801","","HSG00225864"
"20984","10025935329","","","AA649180","non-public","","HSG00428404"
"20985","10025915821","","","AF009262","AF009262","","HSG00235186"
"20986","10023817266","5267","SERPINA4","NM_006215","NM_006215","","HSG00288472"
"20987","10023828515","91646","","","non-public","ENSEMBLE: ENST00000283988","HSG00308986"
"20988","10023820792","","","AK125090","non-public","","HSG00221915"
"20989","10025910944","31","ACACA","NM_000664","NM_000664","","HSG00301360"
"20990","10025902637","25934","NIPSNAP3A","NM_015469","NM_015469","","HSG00262756"
"20991","10023829408","92080","","AK024229","AK024229","","HSG00297974"
"20992","10023817244","4808","NHLH2","NM_005599","NM_005599","","HSG00209855"
"20993","10025919704","","","AI827555","non-public","","HSG00206591"
"20994","10025928385","","","BC034632","BC034632","","HSG00239682"
"20995","10025911236","55806","HR","NM_005144","NM_005144","","HSG00258936"
"20996","10025921392","145783","","XM_498612","non-public","","HSG00290463"
"20997","10031920067","646212","FAM48B2","XM_293352","XM_293352","","HSG00252632"
"20998","10025902275","6196","RPS6KA2","NM_021135","NM_021135","","HSG00243470"
"20999","10025905802","23520","ANP32C","NM_012403","NM_012403","","HSG00227552"
"21000","10025929732","","","BC040919","non-public","","HSG00221107"
"21001","10023817931","","","AA749167","non-public","","HSG00304755"
"21002","10023808320","","","AA393784","non-public","","HSG00213794"
"21003","10023808390","54793","KCTD9","NM_017634","NM_017634","","HSG00259835"
"21004","10025911063","65122","PRAMEF2","NM_023014","NM_023014","","HSG00204460"
"21005","10023819688","29079","MED4","NM_014166","NM_014166","","HSG00284881"
"21006","10023806886","","","AI240509","non-public","","HSG00316913"
"21007","10023804996","7037","TFRC","NM_003234","NM_003234","","HSG00225363"
"21008","10025916466","221016","CCDC7","NM_145023","non-public","","HSG00268383"
"21009","10023824855","5424","POLD1","NM_002691","NM_002691","","HSG00305974"
"21010","10025902870","55415","","NM_018547","NM_018547","","HSG00215586"
"21011","10023841122","","","","non-public","ENSEMBLE: ENST00000236199","HSG00209722"
"21012","10025905710","91647","ATPAF2","NM_145691","NM_145691","","HSG00302396"
"21013","10025910691","6676","SPAG4","NM_003116","NM_003116","","HSG00312161"
"21014","10025929188","","","BM720485","non-public","","HSG00205900"
"21015","10033668696","5345","SERPINF2","D00174","D00174","","HSG00298147"
"21016","10023810384","7771","ZNF228","NM_013380","NM_013380","","HSG00305933"
"21017","10025926121","9750","C6orf32","NM_032942","non-public","","HSG00244617"
"21018","10025930809","","","XM_210145","XM_210145","","HSG00361174"
"21019","10023818916","","","AI032101","non-public","","HSG00257985"
"21020","10023824013","8930","MBD4","NM_003925","NM_003925","","HSG00220730"
"21021","10025920766","","","XM_116461","XM_116461","","HSG00362479"
"21022","10025903325","55186","SLC25A36","NM_018155","NM_018155","","HSG00221291"
"21023","10025902707","11086","ADAM29","NM_021779","NM_021779","","HSG00228232"
"21024","10023820100","","","AI630847","non-public","","HSG00291792"
"21025","10025906556","26012","NELF","NM_015537","NM_015537","","HSG00261743"
"21026","10023815648","9779","TBC1D5","NM_014744","non-public","","HSG00225169"
"21027","10025922701","","","BC038718","non-public","","HSG00311582"
"21028","10023822069","","","AA493252","non-public","","HSG00212350"
"21029","10023848504","283152","","","non-public","ENSEMBLE: ENST00000292207","HSG00275190"
"21030","10025913560","","","","non-public","ENSEMBLE: ENST00000330600","HSG00363866"
"21031","10025915993","","","AA868370","non-public","","HSG00219239"
"21032","10023817916","90592","ZNF700","XM_375569","non-public","","HSG00308209"
"21033","10023825503","127845","GOLT1A","NM_198447","non-public","","HSG00207365"
"21034","10023846112","","","AK055125","AK055125","","HSG00232204"
"21035","10025911284","64067","NPAS3","NM_022123","NM_022123","","HSG00287531"
"21036","10023848356","120224","TMEM45B","NM_138788","non-public","","HSG00272458"
"21037","10025905164","3064","HD","NM_002111","NM_002111","","HSG00227215"
"21038","10023827184","161247","","NM_203402","non-public","","HSG00286999"
"21039","10023821300","283737","","AK096897","non-public","","HSG00292111"
"21040","10025909836","55288","RHOT1","NM_018307","NM_018307","","HSG00302428"
"21041","10025921026","","","BC066892","non-public","","HSG00419640"
"21042","10025914040","341799","OR6S1","NM_001001968","non-public","","HSG00287408"
"21043","10023819054","6854","SYN2","NM_003178","non-public","","HSG00220321"
"21044","10025920757","","","AK057158","AK057158","","HSG00255563"
"21045","10023822664","10897","YIF1A","NM_020470","NM_020470","","HSG00274687"
"21046","10025916366","","","BG197226","non-public","","HSG00420755"
"21047","10025906612","6498","SKIL","NM_005414","NM_005414","","HSG00219691"
"21048","10023806459","22877","MLXIP","NM_014938","NM_014938","","HSG00282230"
"21049","10031920329","8228","PNPLA4","NM_004650","NM_004650","","HSG00254218"
"21050","10025913233","51001","MTERFD1","NM_015942","NM_015942","","HSG00258570"
"21051","10025905847","114785","MBD6","NM_052897","NM_052897","","HSG00277234"
"21052","10025921229","399726","C10orf114","BC040880","BC040880","","HSG00270174"
"21053","10025916160","","","","non-public","ENSEMBLE: ENST00000267136","HSG00362411"
"21054","10023818597","3788","KCNS2","AB032970","AB032970","","HSG00259869"
"21055","10025914927","440968","","XM_498941","non-public","","HSG00355225"
"21056","10023842903","84466","MEGF10","NM_032446","NM_032446","","HSG00236669"
"21057","10025934321","442398","","XM_210709","XM_210709","","HSG00260041"
"21058","10025923091","283501","","AK093292","AK093292","","HSG00285200"
"21059","10025912510","6318","SERPINB4","NM_002974","NM_002974","","HSG00303988"
"21060","10025933042","","","BC030125","BC030125","","HSG00218345"
"21061","10023817004","23333","DPY19L1","AB020684","AB020684","","HSG00250366"
"21062","10025905203","92421","CHMP4C","NM_152284","NM_152284","","HSG00258437"
"21063","10025917947","644975","","AK054626","AK054626","","HSG00245934"
"21064","10023841253","","","Z83936","Z83936","","HSG00241006"
"21065","10025918254","","","AL117506","non-public","","HSG00295770"
"21066","10023844355","","","AF087976","AF087976","","HSG00224470"
"21067","10023849463","56970","ATXN7L3","AL390158","AL390158","","HSG00298039"
"21068","10025907933","54084","C21orf29","NM_144991","NM_144991","","HSG00315729"
"21069","10025907074","23761","PISD","NM_014338","NM_014338","","HSG00314294"
"21070","10023822710","","","AA758814","non-public","","HSG00354967"
"21071","10025907650","9013","TAF1C","NM_005679","NM_005679","","HSG00294686"
"21072","10025921758","4739","NEDD9","NM_006403","non-public","","HSG00243154"
"21073","10025909363","1948","EFNB2","NM_004093","NM_004093","","HSG00284574"
"21074","10023834781","170626","XAGE3","NM_133179","NM_133179","","HSG00255288"
"21075","10025918277","","","XM_172759","XM_172759","","HSG00362455"
"21076","10023827797","","","AA626312","non-public","","HSG00211280"
"21077","10025933926","","","XM_212485","XM_212485","","HSG00363206"
"21078","10025903260","57579","KIAA1411","NM_020819","NM_020819","","HSG00357680"
"21079","10025902250","163255","ZNF540","NM_152606","NM_152606","","HSG00306290"
"21080","10031920403","","","","non-public","RosettaGeneID: HSG00353096","HSG00353096"
"21081","10023818294","375057","C1orf95","AF035308","AF035308","","HSG00355932"
"21082","10025909438","84689","","NM_032597","NM_032597","","HSG00271815"
"21083","10025912481","22822","PHLDA1","NM_007350","NM_007350","","HSG00277529"
"21084","10023832865","","","","non-public","ENSEMBLE: ENST00000298049","HSG00403652"
"21085","10025922098","","","BI060495","non-public","","HSG00280784"
"21086","10025904195","64965","MRPS9","NM_182640","NM_182640","","HSG00217015"
"21087","10023810523","414327","","AK093903","non-public","","HSG00218418"
"21088","10025905506","196446","C12orf28","NM_182530","NM_182530","","HSG00277648"
"21089","10023811440","11129","SFRS16","NM_007056","NM_007056","","HSG00307498"
"21090","10025933256","401182","","XM_379327","non-public","","HSG00232329"
"21091","10023838098","92235","DUSP27","AF119045","AF119045","","HSG00206370"
"21092","10023844299","","","AK022092","AK022092","","HSG00270433"
"21093","10031920302","400110","","NM_207439","NM_207439","","HSG00284554"
"21094","10025929074","","","AK057149","AK057149","","HSG00314555"
"21095","10023840250","","","AK055340","AK055340","","HSG00209381"
"21096","10025927646","1452","CSNK1A1","NM_001892","non-public","","HSG00236564"
"21097","10023809889","153478","","NM_052909","non-public","","HSG00358301"
"21098","10025926788","","","BC040834","BC040834","","HSG00256072"
"21099","10025907877","9420","CYP7B1","NM_004820","NM_004820","","HSG00257890"
"21100","10023823744","7464","CORO2A","NM_003389","non-public","","HSG00262230"
"21101","10025930602","23318","ZCCHC11","NM_015269","non-public","","HSG00208898"
"21102","10023840200","64769","C1orf149","NM_022756","NM_022756","","HSG00202418"
"21103","10023808487","55330","CNO","NM_018366","NM_018366","","HSG00229598"
"21104","10025909646","9779","TBC1D5","NM_014744","NM_014744","","HSG00225169"
"21105","10025906712","55351","STK32B","NM_018401","NM_018401","","HSG00228171"
"21106","10023832237","","","AK021677","AK021677","","HSG00224332"
"21107","10023812562","26191","PTPN22","NM_015967","NM_015967","","HSG00207506"
"21108","10031920045","389835","FAM72A","NM_207418","NM_207418","","HSG00317490"
"21109","10025913093","23770","FKBP8","NM_012181","NM_012181","","HSG00306472"
"21110","10023836252","284071","","","non-public","ENSEMBLE: ENST00000300472","HSG00300398"
"21111","10025934409","","","AW811767","non-public","","HSG00215377"
"21112","10025906312","8284","SMCY","NM_004653","NM_004653","","HSG00312960"
"21113","10025906514","23196","C9orf10","NM_014612","NM_014612","","HSG00260934"
"21114","10025923065","","","AF167994","non-public","","HSG00351235"
"21115","10025912169","25937","WWTR1","NM_015472","NM_015472","","HSG00221293"
"21116","10025912052","285761","DCBLD1","NM_173674","NM_173674","","HSG00242324"
"21117","10025909468","350383","GPR142","NM_181790","NM_181790","","HSG00302318"
"21118","10023837314","","","","non-public","ENSEMBLE: ENST00000295286","HSG00362464"
"21119","10023807846","","","AI056040","non-public","","HSG00295533"
"21120","10025931574","","","H13752","non-public","","HSG00350736"
"21121","10023833909","","","AF086156","AF086156","","HSG00241348"
"21122","10025908701","9156","EXO1","NM_130398","NM_130398","","HSG00207475"
"21123","10025915000","","","XM_166876","XM_166876","","HSG00365837"
"21124","10025932540","55338","","XM_371759","non-public","","HSG00236597"
"21125","10023824300","6335","SCN9A","NM_002977","NM_002977","","HSG00214330"
"21126","10025907026","80761","UPK3B","NM_182683","NM_182683","","HSG00251059"
"21127","10023814264","3020","H3F3A","NM_002107","NM_002107","","HSG00207256"
"21128","10025909483","147807","ZNF524","NM_153219","NM_153219","","HSG00307111"
"21129","10025922631","","","AW020070","non-public","","HSG00268546"
"21130","10025909839","339906","","NM_182702","NM_182702","","HSG00219989"
"21131","10025914236","","","AI394001","non-public","","HSG00228459"
"21132","10023849031","91748","C14orf43","","non-public","ENSEMBLE: ENST00000286523","HSG00287177"
"21133","10023822763","9338","TCEAL1","NM_004780","NM_004780","","HSG00255102"
"21134","10025905356","55209","SETD5","NM_018187","NM_018187","","HSG00358527"
"21135","10023817759","5361","PLXNA1","AL162013","AL162013","","HSG00226700"
"21136","10025912146","84733","CBX2","NM_032647","NM_032647","","HSG00302749"
"21137","10025920273","","","AK026679","AK026679","","HSG00316439"
"21138","10031920557","400627","","NM_207458","NM_207458","","HSG00302447"
"21139","10023808739","28517","TRDV2","X61072","X61072","","HSG00355964"
"21140","10025909212","5983","RFC3","NM_181558","NM_181558","","HSG00284829"
"21141","10025928118","391427","","XM_372952","non-public","","HSG00217727"
"21142","10025931712","","","XM_060092","XM_060092","","HSG00203171"
"21143","10023829177","2914","GRM4","AK055153","AK055153","","HSG00243490"
"21144","10023832901","81932","HDHD3","NM_031219","NM_031219","","HSG00262692"
"21145","10025906495","207063","DHRSX","NM_145177","NM_145177","","HSG00318008"
"21146","10023822305","1675","CFD","NM_001928","NM_001928","","HSG00307061"
"21147","10025914716","389841","","XM_374323","non-public","","HSG00252777"
"21148","10023817558","","","AA757977","non-public","","HSG00215802"
"21149","10025934639","","","H56462","non-public","","HSG00359317"
"21150","10025928097","29063","ZCCHC4","NM_014150","non-public","","HSG00227734"
"21151","10023841374","83657","DYNLRB2","NM_130897","NM_130897","","HSG00297008"
"21152","10023814463","10721","POLQ","NM_006596","NM_006596","","HSG00224806"
"21153","10023847419","84153","","NM_032193","NM_032193","","HSG00274742"
"21154","10023833526","151507","","XM_087225","non-public","","HSG00214235"
"21155","10025905550","55726","C12orf11","NM_018164","NM_018164","","HSG00281999"
"21156","10025927737","","","H47124","non-public","","HSG00301002"
"21157","10023830066","2492","FSHR","NM_000145","NM_000145","","HSG00214237"
"21158","10025931143","","","","non-public","ENSEMBLE: ENST00000326044","HSG00364582"
"21159","10025911109","259294","TAS2R48","NM_176888","NM_176888","","HSG00278157"
"21160","10023835852","3537","IGLC1","M12025","M12025","","HSG00351213"
"21161","10025918956","","","BX091779","non-public","","HSG00267739"
"21162","10023825244","7337","UBE3A","NM_000462","NM_000462","","HSG00289855"
"21163","10023822059","","","AF055018","AF055018","","HSG00223277"
"21164","10023824425","","","U79257","U79257","","HSG00394435"
"21165","10025914106","441265","","XM_499074","non-public","","HSG00251238"
"21166","10025925907","","","XM_210341","XM_210341","","HSG00361651"
"21167","10023845244","","","U84526","U84526","","HSG00378346"
"21168","10025903609","55808","ST6GALNAC1","NM_018414","NM_018414","","HSG00297770"
"21169","10025929728","","","BG188357","non-public","","HSG00290743"
"21170","10025903427","352909","","NM_178837","NM_178837","","HSG00307500"
"21171","10025923685","","","XM_115629","XM_115629","","HSG00387798"
"21172","10025917346","339529","","XM_294993","non-public","","HSG00201957"
"21173","10025915572","399961","","XM_378317","non-public","","HSG00270805"
"21174","10023824484","3275","PRMT2","NM_001535","NM_001535","","HSG00315788"
"21175","10025905298","162699","TCEB3C","NM_145653","NM_145653","","HSG00303995"
"21176","10025914456","","","CA848707","non-public","","HSG00315616"
"21177","10031920442","","","","non-public","RosettaGeneID: HSG00390257","HSG00390257"
"21178","10025908407","25907","","NM_015444","NM_015444","","HSG00221683"
"21179","10025910077","246705","C21orf94","NM_145180","NM_145180","","HSG00315981"
"21180","10025905189","6402","SELL","NM_000655","NM_000655","","HSG00200124"
"21181","10025923862","","","AA443156","non-public","","HSG00205285"
"21182","10023815582","1081","CGA","NM_000735","NM_000735","","HSG00244368"
"21183","10025906078","4685","NCAM2","NM_004540","NM_004540","","HSG00315735"
"21184","10023815946","51071","DERA","NM_015954","NM_015954","","HSG00277243"
"21185","10025918751","","","AF075013","AF075013","","HSG00241415"
"21186","10025905905","6881","TAF10","NM_006284","NM_006284","","HSG00272157"
"21187","10031920872","","","XM_088118","XM_088118","","HSG00248473"
"21188","10023824041","","","AA028099","non-public","","HSG00259231"
"21189","10023806260","6580","SLC22A1","NM_003057","NM_003057","","HSG00242392"
"21190","10025909231","202299","","NM_175616","NM_175616","","HSG00236828"
"21191","10023843387","390352","","","non-public","ENSEMBLE: ENST00000266737","HSG00279882"
"21192","10025918235","","","AA704414","non-public","","HSG00284033"
"21193","10025910489","51313","C4orf18","NM_016613","NM_016613","","HSG00227363"
"21194","10025908579","51388","NIP7","NM_016101","NM_016101","","HSG00295868"
"21195","10025928910","","","AA469969","non-public","","HSG00212911"
"21196","10025921815","","","XM_212007","XM_212007","","HSG00238656"
"21197","10025917159","23365","ARHGEF12","AL833074","AL833074","","HSG00272620"
"21198","10025921769","441105","","XM_212528","XM_212528","","HSG00236010"
"21199","10025923117","","","","non-public","RosettaGeneID: HSG00361594","HSG00361594"
"21200","10023850473","","","AK057572","AK057572","","HSG00352445"
"21201","10025912826","283237","TTC9C","NM_173810","NM_173810","","HSG00274217"
"21202","10025926489","","","AK093644","AK093644","","HSG00259531"
"21203","10023824925","28959","","NM_014020","NM_014020","","HSG00251403"
"21204","10023844961","9262","STK17B","NM_004226","non-public","","HSG00216294"
"21205","10025908252","9180","OSMR","NM_003999","NM_003999","","HSG00237353"
"21206","10023816836","576","BAI2","NM_001703","NM_001703","","HSG00204520"
"21207","10025905404","4931","NVL","NM_002533","NM_002533","","HSG00208345"
"21208","10023818558","9168","TMSB10","NM_021103","NM_021103","","HSG00214115"
"21209","10023818846","1188","CLCNKB","NM_000085","NM_000085","","HSG00202411"
"21210","10025923670","","","","non-public","RosettaGeneID: HSG00429833","HSG00429833"
"21211","10025935724","64067","NPAS3","NM_022123","non-public","","HSG00287531"
"21212","10025909621","9963","SLC23A1","NM_152685","NM_152685","","HSG00232596"
"21213","10023811643","5788","PTPRC","NM_002838","NM_002838","","HSG00207284"
"21214","10023816663","27246","ZNF364","NM_014455","non-public","","HSG00204922"
"21215","10023840582","84886","C1orf198","NM_032800","NM_032800","","HSG00205986"
"21216","10023824154","286334","","NM_001040063","non-public","","HSG00262987"
"21217","10025912112","337882","KRTAP19-1","NM_181607","NM_181607","","HSG00315982"
"21218","10025912887","4499","MT1M","NM_176870","NM_176870","","HSG00294886"
"21219","10023820558","176","AGC1","NM_001135","NM_001135","","HSG00289793"
"21220","10025932366","","","BF992796","non-public","","HSG00354443"
"21221","10023827512","923","CD6","NM_006725","NM_006725","","HSG00272966"
"21222","10025907119","9897","KIAA0196","NM_014846","NM_014846","","HSG00259357"
"21223","10023815008","23080","KIAA0241","D87682","D87682","","HSG00249732"
"21224","10025935288","","","AK131572","non-public","","HSG00242574"
"21225","10023829606","6955","TRA@","X68698","X68698","","HSG00288166"
"21226","10025932777","","","AW444482","non-public","","HSG00397348"
"21227","10025931251","","","XM_105008","XM_105008","","HSG00363265"
"21228","10025912234","998","CDC42","NM_001791","NM_001791","","HSG00206647"
"21229","10025912709","10489","LRRC41","NM_006369","NM_006369","","HSG00207412"
"21230","10023812395","2275","FHL3","NM_004468","NM_004468","","HSG00205047"
"21231","10025927620","284014","","AK095567","AK095567","","HSG00358305"
"21232","10025920413","","","","non-public","RosettaGeneID: HSG00363820","HSG00363820"
"21233","10023814332","9318","COPS2","NM_004236","non-public","","HSG00291275"
"21234","10023838535","4943","OATL1","L08240","L08240","","HSG00255324"
"21235","10025929657","5932","RBBP8","NM_002894","non-public","","HSG00303798"
"21236","10025906803","54456","MOV10L1","NM_018995","NM_018995","","HSG00314122"
"21237","10023820734","","","AA252588","non-public","","HSG00222477"
"21238","10025911561","10562","OLFM4","NM_006418","NM_006418","","HSG00284726"
"21239","10025934756","387821","","BC039676","BC039676","","HSG00275352"
"21240","10023826730","1005","CDH7","NM_004361","NM_004361","","HSG00303825"
"21241","10025921314","285191","","AK096937","AK096937","","HSG00216174"
"21242","10023815829","55319","","NM_018352","NM_018352","","HSG00229560"
"21243","10023820066","118788","PIK3AP1","NM_152309","non-public","","HSG00269153"
"21244","10023823486","","","AA283816","non-public","","HSG00317108"
"21245","10025934601","","","AK026713","AK026713","","HSG00222872"
"21246","10023829417","","","AF264622","AF264622","","HSG00218208"
"21247","10025908742","65121","PRAMEF1","NM_023013","NM_023013","","HSG00204953"
"21248","10023841669","93661","CAPZA3","NM_033328","NM_033328","","HSG00278031"
"21249","10025904598","54751","FBLIM1","NM_017556","NM_017556","","HSG00200296"
"21250","10023812483","","","AA150270","non-public","","HSG00231496"
"21251","10025906170","9886","RHOBTB1","NM_014836","NM_014836","","HSG00269188"
"21252","10023820141","1208","CLPS","NM_001832","NM_001832","","HSG00244424"
"21253","10025915402","","","BQ025583","non-public","","HSG00264532"
"21254","10023817240","10362","HMG20B","NM_006339","NM_006339","","HSG00306989"
"21255","10025932660","130355","","NM_001017927","non-public","","HSG00217691"
"21256","10023828368","441886","","XM_497678","non-public","","HSG00207793"
"21257","10025906766","284018","C17orf58","NM_181656","NM_181656","","HSG00302200"
"21258","10025902762","6338","SCNN1B","NM_000336","NM_000336","","HSG00295377"
"21259","10023806584","10525","HYOU1","NM_006389","NM_006389","","HSG00270943"
"21260","10023839776","150763","","","non-public","ENSEMBLE: ENST00000295257","HSG00213137"
"21261","10025913717","150739","","XM_092267","non-public","","HSG00211261"
"21262","10023836968","79762","C1orf115","NM_024709","NM_024709","","HSG00208145"
