"","ID_REF"
"9532","10023829245"
"9533","10023829247"
"9534","10023829252"
"9535","10023829255"
"9536","10023829262"
"9537","10023829268"
"9538","10023829278"
"9539","10023829286"
"9540","10023829290"
"9541","10023829291"
"9542","10023829298"
"9543","10023829311"
"9544","10023829313"
"9545","10023829315"
"9546","10023829327"
"9547","10023829333"
"9548","10023829336"
"9549","10023829341"
"9550","10023829345"
"9551","10023829357"
"9552","10023829358"
"9553","10023829361"
"9554","10023829362"
"9555","10023829366"
"9556","10023829367"
"9557","10023829368"
"9558","10023829384"
"9559","10023829387"
"9560","10023829391"
"9561","10023829393"
"9562","10023829398"
"9563","10023829401"
"9564","10023829408"
"9565","10023829413"
"9566","10023829414"
"9567","10023829416"
"9568","10023829417"
"9569","10023829419"
"9570","10023829423"
"9571","10023829424"
"9572","10023829425"
"9573","10023829434"
"9574","10023829435"
"9575","10023829437"
"9576","10023829441"
"9577","10023829442"
"9578","10023829444"
"9579","10023829455"
"9580","10023829456"
"9581","10023829459"
"9582","10023829462"
"9583","10023829464"
"9584","10023829467"
"9585","10023829472"
"9586","10023829486"
"9587","10023829489"
"9588","10023829490"
"9589","10023829497"
"9590","10023829500"
"9591","10023829501"
"9592","10023829504"
"9593","10023829510"
"9594","10023829523"
"9595","10023829530"
"9596","10023829537"
"9597","10023829538"
"9598","10023829545"
"9599","10023829547"
"9600","10023829555"
"9601","10023829556"
"9602","10023829563"
"9603","10023829567"
"9604","10023829569"
"9605","10023829573"
"9606","10023829575"
"9607","10023829581"
"9608","10023829603"
"9609","10023829605"
"9610","10023829606"
"9611","10023829613"
"9612","10023829615"
"9613","10023829616"
"9614","10023829626"
"9615","10023829628"
"9616","10023829637"
"9617","10023829638"
"9618","10023829649"
"9619","10023829653"
"9620","10023829654"
"9621","10023829657"
"9622","10023829667"
"9623","10023829670"
"9624","10023829676"
"9625","10023829682"
"9626","10023829691"
"9627","10023829694"
"9628","10023829703"
"9629","10023829712"
"9630","10023829716"
"9631","10023829717"
"9632","10023829725"
"9633","10023829729"
"9634","10023829732"
"9635","10023829736"
"9636","10023829738"
"9637","10023829739"
"9638","10023829740"
"9639","10023829746"
"9640","10023829748"
"9641","10023829751"
"9642","10023829754"
"9643","10023829755"
"9644","10023829782"
"9645","10023829785"
"9646","10023829793"
"9647","10023829794"
"9648","10023829798"
"9649","10023829799"
"9650","10023829812"
"9651","10023829819"
"9652","10023829828"
"9653","10023829834"
"9654","10023829840"
"9655","10023829842"
"9656","10023829852"
"9657","10023829853"
"9658","10023829856"
"9659","10023829859"
"9660","10023829862"
"9661","10023829866"
"9662","10023829867"
"9663","10023829872"
"9664","10023829879"
"9665","10023829894"
"9666","10023829904"
"9667","10023829912"
"9668","10023829913"
"9669","10023829916"
"9670","10023829923"
"9671","10023829931"
"9672","10023829934"
"9673","10023829936"
"9674","10023829948"
"9675","10023829951"
"9676","10023829956"
"9677","10023829966"
"9678","10023829976"
"9679","10023829979"
"9680","10023829980"
"9681","10023829983"
"9682","10023829996"
"9683","10023830003"
"9684","10023830005"
"9685","10023830014"
"9686","10023830030"
"9687","10023830049"
"9688","10023830058"
"9689","10023830066"
"9690","10023830070"
"9691","10023830074"
"9692","10023830077"
"9693","10023830080"
"9694","10023830083"
"9695","10023830094"
"9696","10023830113"
"9697","10023830116"
"9698","10023830133"
"9699","10023830137"
"9700","10023830143"
"9701","10023830150"
"9702","10023830171"
"9703","10023830175"
"9704","10023830183"
"9705","10023830192"
"9706","10023830196"
"9707","10023830204"
"9708","10023830215"
"9709","10023830216"
"9710","10023830219"
"9711","10023830220"
"9712","10023830224"
"9713","10023830235"
"9714","10023830242"
"9715","10023830243"
"9716","10023830244"
"9717","10023830249"
"9718","10023830262"
"9719","10023830269"
"9720","10023830279"
"9721","10023830289"
"9722","10023830292"
"9723","10023830298"
"9724","10023830301"
"9725","10023830306"
"9726","10023830308"
"9727","10023830310"
"9728","10023830312"
"9729","10023830322"
"9730","10023830325"
"9731","10023830335"
"9732","10023830345"
"9733","10023830346"
"9734","10023830360"
"9735","10023830361"
"9736","10023830363"
"9737","10023830368"
"9738","10023830380"
"9739","10023830381"
"9740","10023830389"
"9741","10023830391"
"9742","10023830394"
"9743","10023830400"
"9744","10023830403"
"9745","10023830408"
"9746","10023830418"
"9747","10023830419"
"9748","10023830425"
"9749","10023830426"
"9750","10023830429"
"9751","10023830432"
"9752","10023830434"
"9753","10023830436"
"9754","10023830455"
"9755","10023830468"
"9756","10023830474"
"9757","10023830476"
"9758","10023830486"
"9759","10023830488"
"9760","10023830490"
"9761","10023830493"
"9762","10023830494"
"9763","10023830504"
"9764","10023830506"
"9765","10023830509"
"9766","10023830512"
"9767","10023830518"
"9768","10023830521"
"9769","10023830523"
"9770","10023830524"
"9771","10023830525"
"9772","10023830526"
"9773","10023830529"
"9774","10023830543"
"9775","10023830546"
"9776","10023830552"
"9777","10023830555"
"9778","10023830563"
"9779","10023830570"
"9780","10023830578"
"9781","10023830582"
"9782","10023830596"
"9783","10023830608"
"9784","10023830609"
"9785","10023830633"
"9786","10023830647"
"9787","10023830649"
"9788","10023830650"
"9789","10023830659"
"9790","10023830666"
"9791","10023830674"
"9792","10023830675"
"9793","10023830676"
"9794","10023830678"
"9795","10023830680"
"9796","10023830681"
"9797","10023830685"
"9798","10023830686"
"9799","10023830688"
"9800","10023830697"
"9801","10023830700"
"9802","10023830710"
"9803","10023830714"
"9804","10023830715"
"9805","10023830720"
"9806","10023830736"
"9807","10023830737"
"9808","10023830750"
"9809","10023830752"
"9810","10023830756"
"9811","10023830774"
"9812","10023830775"
"9813","10023830778"
"9814","10023830794"
"9815","10023830800"
"9816","10023830801"
"9817","10023830802"
"9818","10023830803"
"9819","10023830807"
"9820","10023830810"
"9821","10023830826"
"9822","10023830836"
"9823","10023830838"
"9824","10023830841"
"9825","10023830850"
"9826","10023830851"
"9827","10023830859"
"9828","10023830863"
"9829","10023830878"
"9830","10023830881"
"9831","10023830887"
"9832","10023830890"
"9833","10023830899"
"9834","10023830900"
"9835","10023830903"
"9836","10023830909"
"9837","10023830915"
"9838","10023830919"
"9839","10023830934"
"9840","10023830951"
"9841","10023830957"
"9842","10023830973"
"9843","10023830975"
"9844","10023830978"
"9845","10023830981"
"9846","10023830989"
"9847","10023830990"
"9848","10023831000"
"9849","10023831002"
"9850","10023831004"
"9851","10023831006"
"9852","10023831013"
"9853","10023831016"
"9854","10023831019"
"9855","10023831024"
"9856","10023831026"
"9857","10023831027"
"9858","10023831035"
"9859","10023831036"
"9860","10023831041"
"9861","10023831047"
"9862","10023831050"
"9863","10023831069"
"9864","10023831082"
"9865","10023831087"
"9866","10023831089"
"9867","10023831093"
"9868","10023831119"
"9869","10023831126"
"9870","10023831127"
"9871","10023831128"
"9872","10023831133"
"9873","10023831135"
"9874","10023831144"
"9875","10023831148"
"9876","10023831149"
"9877","10023831151"
"9878","10023831158"
"9879","10023831159"
"9880","10023831160"
"9881","10023831164"
"9882","10023831173"
"9883","10023831183"
"9884","10023831184"
"9885","10023831186"
"9886","10023831187"
"9887","10023831188"
"9888","10023831191"
"9889","10023831192"
"9890","10023831214"
"9891","10023831215"
"9892","10023831216"
"9893","10023831223"
"9894","10023831226"
"9895","10023831229"
"9896","10023831234"
"9897","10023831242"
"9898","10023831247"
"9899","10023831255"
"9900","10023831266"
"9901","10023831270"
"9902","10023831276"
"9903","10023831284"
"9904","10023831294"
"9905","10023831306"
"9906","10023831307"
"9907","10023831309"
"9908","10023831313"
"9909","10023831315"
"9910","10023831318"
"9911","10023831319"
"9912","10023831322"
"9913","10023831329"
"9914","10023831331"
"9915","10023831332"
"9916","10023831335"
"9917","10023831340"
"9918","10023831347"
"9919","10023831349"
"9920","10023831351"
"9921","10023831352"
"9922","10023831354"
"9923","10023831365"
"9924","10023831366"
"9925","10023831372"
"9926","10023831379"
"9927","10023831380"
"9928","10023831382"
"9929","10023831402"
"9930","10023831406"
"9931","10023831407"
"9932","10023831413"
"9933","10023831416"
"9934","10023831422"
"9935","10023831424"
"9936","10023831427"
"9937","10023831433"
"9938","10023831435"
"9939","10023831436"
"9940","10023831438"
"9941","10023831442"
"9942","10023831444"
"9943","10023831446"
"9944","10023831453"
"9945","10023831460"
"9946","10023831463"
"9947","10023831466"
"9948","10023831478"
"9949","10023831494"
"9950","10023831498"
"9951","10023831506"
"9952","10023831512"
"9953","10023831513"
"9954","10023831523"
"9955","10023831524"
"9956","10023831532"
"9957","10023831534"
"9958","10023831550"
"9959","10023831555"
"9960","10023831561"
"9961","10023831581"
"9962","10023831585"
"9963","10023831600"
"9964","10023831601"
"9965","10023831625"
"9966","10023831630"
"9967","10023831634"
"9968","10023831640"
"9969","10023831647"
"9970","10023831654"
"9971","10023831667"
"9972","10023831671"
"9973","10023831689"
"9974","10023831692"
"9975","10023831694"
"9976","10023831696"
"9977","10023831704"
"9978","10023831712"
"9979","10023831722"
"9980","10023831724"
"9981","10023831756"
"9982","10023831760"
"9983","10023831768"
"9984","10023831770"
"9985","10023831775"
"9986","10023831778"
"9987","10023831791"
"9988","10023831794"
"9989","10023831804"
"9990","10023831809"
"9991","10023831814"
"9992","10023831819"
"9993","10023831833"
"9994","10023831838"
"9995","10023831839"
"9996","10023831841"
"9997","10023831847"
"9998","10023831855"
"9999","10023831859"
"10000","10023831874"
"10001","10023831886"
"10002","10023831887"
"10003","10023831890"
"10004","10023831903"
"10005","10023831909"
"10006","10023831910"
"10007","10023831913"
"10008","10023831918"
"10009","10023831925"
"10010","10023831928"
"10011","10023831931"
"10012","10023831933"
"10013","10023831934"
"10014","10023831949"
"10015","10023831951"
"10016","10023831960"
"10017","10023831965"
"10018","10023831976"
"10019","10023831978"
"10020","10023831982"
"10021","10023831994"
"10022","10023831997"
"10023","10023831998"
"10024","10023832001"
"10025","10023832004"
"10026","10023832006"
"10027","10023832008"
"10028","10023832015"
"10029","10023832017"
"10030","10023832022"
"10031","10023832024"
"10032","10023832036"
"10033","10023832038"
"10034","10023832042"
"10035","10023832062"
"10036","10023832063"
"10037","10023832064"
"10038","10023832079"
"10039","10023832088"
"10040","10023832091"
"10041","10023832096"
"10042","10023832101"
"10043","10023832115"
"10044","10023832123"
"10045","10023832126"
"10046","10023832132"
"10047","10023832133"
"10048","10023832134"
"10049","10023832139"
"10050","10023832140"
"10051","10023832142"
"10052","10023832144"
"10053","10023832148"
"10054","10023832154"
"10055","10023832163"
"10056","10023832164"
"10057","10023832193"
"10058","10023832210"
"10059","10023832216"
"10060","10023832219"
"10061","10023832226"
"10062","10023832227"
"10063","10023832228"
"10064","10023832230"
"10065","10023832236"
"10066","10023832237"
"10067","10023832238"
"10068","10023832242"
"10069","10023832251"
"10070","10023832257"
"10071","10023832258"
"10072","10023832259"
"10073","10023832265"
"10074","10023832267"
"10075","10023832270"
"10076","10023832271"
"10077","10023832278"
"10078","10023832279"
"10079","10023832296"
"10080","10023832303"
"10081","10023832306"
"10082","10023832311"
"10083","10023832317"
"10084","10023832318"
"10085","10023832325"
"10086","10023832329"
"10087","10023832334"
"10088","10023832337"
"10089","10023832341"
"10090","10023832347"
"10091","10023832357"
"10092","10023832359"
"10093","10023832360"
"10094","10023832363"
"10095","10023832367"
"10096","10023832370"
"10097","10023832376"
"10098","10023832384"
"10099","10023832391"
"10100","10023832396"
"10101","10023832401"
"10102","10023832412"
"10103","10023832415"
"10104","10023832417"
"10105","10023832426"
"10106","10023832428"
"10107","10023832433"
"10108","10023832437"
"10109","10023832445"
"10110","10023832461"
"10111","10023832468"
"10112","10023832474"
"10113","10023832484"
"10114","10023832486"
"10115","10023832489"
"10116","10023832492"
"10117","10023832496"
"10118","10023832508"
"10119","10023832517"
"10120","10023832529"
"10121","10023832538"
"10122","10023832541"
"10123","10023832546"
"10124","10023832548"
"10125","10023832554"
"10126","10023832564"
"10127","10023832573"
"10128","10023832575"
"10129","10023832580"
"10130","10023832582"
"10131","10023832590"
"10132","10023832591"
"10133","10023832605"
"10134","10023832608"
"10135","10023832617"
"10136","10023832619"
"10137","10023832636"
"10138","10023832639"
"10139","10023832643"
"10140","10023832649"
"10141","10023832652"
"10142","10023832653"
"10143","10023832660"
"10144","10023832667"
"10145","10023832677"
"10146","10023832682"
"10147","10023832686"
"10148","10023832703"
"10149","10023832706"
"10150","10023832713"
"10151","10023832716"
"10152","10023832719"
"10153","10023832725"
"10154","10023832727"
"10155","10023832729"
"10156","10023832734"
"10157","10023832737"
"10158","10023832743"
"10159","10023832757"
"10160","10023832760"
"10161","10023832762"
"10162","10023832768"
"10163","10023832770"
"10164","10023832771"
"10165","10023832803"
"10166","10023832807"
"10167","10023832816"
"10168","10023832819"
"10169","10023832820"
"10170","10023832824"
"10171","10023832832"
"10172","10023832839"
"10173","10023832843"
"10174","10023832846"
"10175","10023832859"
"10176","10023832860"
"10177","10023832865"
"10178","10023832866"
"10179","10023832881"
"10180","10023832888"
"10181","10023832897"
"10182","10023832901"
"10183","10023832907"
"10184","10023832921"
"10185","10023832925"
"10186","10023832928"
"10187","10023832930"
"10188","10023832935"
"10189","10023832938"
"10190","10023832943"
"10191","10023832966"
"10192","10023832973"
"10193","10023832989"
"10194","10023832992"
"10195","10023833013"
"10196","10023833017"
"10197","10023833030"
"10198","10023833033"
"10199","10023833035"
"10200","10023833044"
"10201","10023833048"
"10202","10023833051"
"10203","10023833054"
"10204","10023833063"
"10205","10023833064"
"10206","10023833066"
"10207","10023833068"
"10208","10023833074"
"10209","10023833087"
"10210","10023833088"
"10211","10023833094"
"10212","10023833097"
"10213","10023833100"
"10214","10023833106"
"10215","10023833115"
"10216","10023833116"
"10217","10023833120"
"10218","10023833121"
"10219","10023833130"
"10220","10023833131"
"10221","10023833149"
"10222","10023833151"
"10223","10023833153"
"10224","10023833158"
"10225","10023833161"
"10226","10023833163"
"10227","10023833169"
"10228","10023833174"
"10229","10023833191"
"10230","10023833196"
"10231","10023833208"
"10232","10023833214"
"10233","10023833221"
"10234","10023833224"
"10235","10023833225"
"10236","10023833239"
"10237","10023833244"
"10238","10023833251"
"10239","10023833257"
"10240","10023833263"
"10241","10023833264"
"10242","10023833267"
"10243","10023833268"
"10244","10023833270"
"10245","10023833276"
"10246","10023833277"
"10247","10023833279"
"10248","10023833283"
"10249","10023833286"
"10250","10023833299"
"10251","10023833314"
"10252","10023833315"
"10253","10023833336"
"10254","10023833337"
"10255","10023833340"
"10256","10023833342"
"10257","10023833344"
"10258","10023833345"
"10259","10023833346"
"10260","10023833348"
"10261","10023833354"
"10262","10023833361"
"10263","10023833363"
"10264","10023833366"
"10265","10023833372"
"10266","10023833406"
"10267","10023833408"
"10268","10023833421"
"10269","10023833425"
"10270","10023833429"
"10271","10023833467"
"10272","10023833484"
"10273","10023833489"
"10274","10023833493"
"10275","10023833495"
"10276","10023833510"
"10277","10023833513"
"10278","10023833518"
"10279","10023833526"
"10280","10023833527"
"10281","10023833536"
"10282","10023833543"
"10283","10023833544"
"10284","10023833550"
"10285","10023833551"
"10286","10023833554"
"10287","10023833556"
"10288","10023833560"
"10289","10023833561"
"10290","10023833562"
"10291","10023833564"
"10292","10023833567"
"10293","10023833569"
"10294","10023833576"
"10295","10023833578"
"10296","10023833579"
"10297","10023833581"
"10298","10023833582"
"10299","10023833593"
"10300","10023833595"
"10301","10023833598"
"10302","10023833599"
"10303","10023833602"
"10304","10023833603"
"10305","10023833607"
"10306","10023833609"
"10307","10023833613"
"10308","10023833628"
"10309","10023833636"
"10310","10023833637"
"10311","10023833642"
"10312","10023833648"
"10313","10023833653"
"10314","10023833661"
"10315","10023833664"
"10316","10023833670"
"10317","10023833677"
"10318","10023833682"
"10319","10023833688"
"10320","10023833693"
"10321","10023833697"
"10322","10023833699"
"10323","10023833706"
"10324","10023833711"
"10325","10023833721"
"10326","10023833734"
"10327","10023833753"
"10328","10023833766"
"10329","10023833811"
"10330","10023833843"
"10331","10023833865"
"10332","10023833868"
"10333","10023833870"
"10334","10023833878"
"10335","10023833888"
"10336","10023833889"
"10337","10023833895"
"10338","10023833896"
"10339","10023833900"
"10340","10023833901"
"10341","10023833906"
"10342","10023833907"
"10343","10023833909"
"10344","10023833915"
"10345","10023833924"
"10346","10023833944"
"10347","10023833946"
"10348","10023833957"
"10349","10023833972"
"10350","10023833978"
"10351","10023834000"
"10352","10023834001"
"10353","10023834004"
"10354","10023834009"
"10355","10023834015"
"10356","10023834016"
"10357","10023834039"
"10358","10023834041"
"10359","10023834042"
"10360","10023834043"
"10361","10023834046"
"10362","10023834048"
"10363","10023834052"
"10364","10023834056"
"10365","10023834070"
"10366","10023834079"
"10367","10023834089"
"10368","10023834097"
"10369","10023834104"
"10370","10023834110"
"10371","10023834128"
"10372","10023834129"
"10373","10023834132"
"10374","10023834165"
"10375","10023834170"
"10376","10023834177"
"10377","10023834182"
"10378","10023834188"
"10379","10023834189"
"10380","10023834198"
"10381","10023834202"
"10382","10023834207"
"10383","10023834208"
"10384","10023834217"
"10385","10023834221"
"10386","10023834222"
"10387","10023834223"
"10388","10023834225"
"10389","10023834232"
"10390","10023834237"
"10391","10023834246"
"10392","10023834249"
"10393","10023834260"
"10394","10023834262"
"10395","10023834264"
"10396","10023834265"
"10397","10023834272"
"10398","10023834273"
"10399","10023834284"
"10400","10023834297"
"10401","10023834303"
"10402","10023834310"
"10403","10023834311"
"10404","10023834317"
"10405","10023834318"
"10406","10023834319"
"10407","10023834324"
"10408","10023834332"
"10409","10023834333"
"10410","10023834335"
"10411","10023834341"
"10412","10023834351"
"10413","10023834353"
"10414","10023834355"
"10415","10023834366"
"10416","10023834402"
"10417","10023834403"
"10418","10023834406"
"10419","10023834413"
"10420","10023834414"
"10421","10023834420"
"10422","10023834421"
"10423","10023834422"
"10424","10023834432"
"10425","10023834438"
"10426","10023834442"
"10427","10023834448"
"10428","10023834454"
"10429","10023834462"
"10430","10023834463"
"10431","10023834464"
"10432","10023834469"
"10433","10023834474"
"10434","10023834478"
"10435","10023834482"
"10436","10023834486"
"10437","10023834487"
"10438","10023834489"
"10439","10023834493"
"10440","10023834496"
"10441","10023834501"
"10442","10023834502"
"10443","10023834516"
"10444","10023834527"
"10445","10023834530"
"10446","10023834533"
"10447","10023834554"
"10448","10023834566"
"10449","10023834569"
"10450","10023834571"
"10451","10023834587"
"10452","10023834588"
"10453","10023834607"
"10454","10023834619"
"10455","10023834623"
"10456","10023834625"
"10457","10023834633"
"10458","10023834642"
"10459","10023834651"
"10460","10023834654"
"10461","10023834658"
"10462","10023834661"
"10463","10023834664"
"10464","10023834672"
"10465","10023834673"
"10466","10023834675"
"10467","10023834676"
"10468","10023834680"
"10469","10023834682"
"10470","10023834683"
"10471","10023834688"
"10472","10023834696"
"10473","10023834705"
"10474","10023834706"
"10475","10023834720"
"10476","10023834721"
"10477","10023834724"
"10478","10023834728"
"10479","10023834739"
"10480","10023834750"
"10481","10023834751"
"10482","10023834754"
"10483","10023834758"
"10484","10023834769"
"10485","10023834772"
"10486","10023834775"
"10487","10023834777"
"10488","10023834781"
"10489","10023834787"
"10490","10023834789"
"10491","10023834794"
"10492","10023834797"
"10493","10023834803"
"10494","10023834812"
"10495","10023834822"
"10496","10023834823"
"10497","10023834824"
"10498","10023834826"
"10499","10023834828"
"10500","10023834830"
"10501","10023834836"
"10502","10023834837"
"10503","10023834852"
"10504","10023834855"
"10505","10023834858"
"10506","10023834874"
"10507","10023834876"
"10508","10023834887"
"10509","10023834899"
"10510","10023834901"
"10511","10023834903"
"10512","10023834920"
"10513","10023834930"
"10514","10023834931"
"10515","10023834965"
"10516","10023834971"
"10517","10023834982"
"10518","10023834985"
"10519","10023834996"
"10520","10023834998"
"10521","10023835000"
"10522","10023835014"
"10523","10023835023"
"10524","10023835033"
"10525","10023835034"
"10526","10023835036"
"10527","10023835042"
"10528","10023835052"
"10529","10023835054"
"10530","10023835064"
"10531","10023835071"
"10532","10023835078"
"10533","10023835083"
"10534","10023835084"
"10535","10023835090"
"10536","10023835091"
"10537","10023835095"
"10538","10023835097"
"10539","10023835104"
"10540","10023835119"
"10541","10023835125"
"10542","10023835126"
"10543","10023835127"
"10544","10023835129"
"10545","10023835131"
"10546","10023835149"
"10547","10023835159"
"10548","10023835164"
"10549","10023835170"
"10550","10023835180"
"10551","10023835184"
"10552","10023835190"
"10553","10023835203"
"10554","10023835205"
"10555","10023835207"
"10556","10023835217"
"10557","10023835219"
"10558","10023835225"
"10559","10023835229"
"10560","10023835235"
"10561","10023835237"
"10562","10023835242"
"10563","10023835247"
"10564","10023835255"
"10565","10023835262"
"10566","10023835263"
"10567","10023835267"
"10568","10023835270"
"10569","10023835276"
"10570","10023835283"
"10571","10023835292"
"10572","10023835294"
"10573","10023835302"
"10574","10023835308"
"10575","10023835310"
"10576","10023835312"
"10577","10023835315"
"10578","10023835319"
"10579","10023835321"
"10580","10023835334"
"10581","10023835343"
"10582","10023835348"
"10583","10023835349"
"10584","10023835351"
"10585","10023835357"
"10586","10023835358"
"10587","10023835360"
"10588","10023835361"
"10589","10023835367"
"10590","10023835374"
"10591","10023835378"
"10592","10023835388"
"10593","10023835401"
"10594","10023835406"
"10595","10023835412"
"10596","10023835415"
"10597","10023835416"
"10598","10023835418"
"10599","10023835421"
"10600","10023835422"
"10601","10023835425"
"10602","10023835427"
"10603","10023835428"
"10604","10023835431"
"10605","10023835432"
"10606","10023835433"
"10607","10023835446"
"10608","10023835452"
"10609","10023835455"
"10610","10023835457"
"10611","10023835458"
"10612","10023835459"
"10613","10023835460"
"10614","10023835463"
"10615","10023835473"
"10616","10023835477"
"10617","10023835482"
"10618","10023835483"
"10619","10023835484"
"10620","10023835490"
"10621","10023835496"
"10622","10023835497"
"10623","10023835507"
"10624","10023835509"
"10625","10023835526"
"10626","10023835533"
"10627","10023835538"
"10628","10023835541"
"10629","10023835545"
"10630","10023835560"
"10631","10023835561"
"10632","10023835563"
"10633","10023835564"
"10634","10023835568"
"10635","10023835570"
"10636","10023835572"
"10637","10023835575"
"10638","10023835584"
"10639","10023835586"
"10640","10023835588"
"10641","10023835603"
"10642","10023835607"
"10643","10023835611"
"10644","10023835614"
"10645","10023835619"
"10646","10023835620"
"10647","10023835634"
"10648","10023835642"
"10649","10023835646"
"10650","10023835654"
"10651","10023835660"
"10652","10023835662"
"10653","10023835665"
"10654","10023835671"
"10655","10023835672"
"10656","10023835674"
"10657","10023835676"
"10658","10023835688"
"10659","10023835690"
"10660","10023835695"
"10661","10023835696"
"10662","10023835698"
"10663","10023835712"
"10664","10023835716"
"10665","10023835728"
"10666","10023835734"
"10667","10023835739"
"10668","10023835741"
"10669","10023835756"
"10670","10023835766"
"10671","10023835767"
"10672","10023835768"
"10673","10023835769"
"10674","10023835771"
"10675","10023835778"
"10676","10023835781"
"10677","10023835804"
"10678","10023835808"
"10679","10023835813"
"10680","10023835818"
"10681","10023835824"
"10682","10023835830"
"10683","10023835833"
"10684","10023835839"
"10685","10023835849"
"10686","10023835852"
"10687","10023835857"
"10688","10023835859"
"10689","10023835863"
"10690","10023835870"
"10691","10023835884"
"10692","10023835885"
"10693","10023835887"
"10694","10023835896"
"10695","10023835901"
"10696","10023835905"
"10697","10023835932"
"10698","10023835934"
"10699","10023835937"
"10700","10023835942"
"10701","10023835947"
"10702","10023835957"
"10703","10023835963"
"10704","10023835968"
"10705","10023835969"
"10706","10023835976"
"10707","10023835979"
"10708","10023835983"
"10709","10023835992"
"10710","10023835996"
"10711","10023836007"
"10712","10023836008"
"10713","10023836009"
"10714","10023836012"
"10715","10023836015"
"10716","10023836019"
"10717","10023836022"
"10718","10023836024"
"10719","10023836036"
"10720","10023836037"
"10721","10023836042"
"10722","10023836047"
"10723","10023836051"
"10724","10023836054"
"10725","10023836059"
"10726","10023836075"
"10727","10023836079"
"10728","10023836081"
"10729","10023836093"
"10730","10023836094"
"10731","10023836095"
"10732","10023836101"
"10733","10023836106"
"10734","10023836107"
"10735","10023836109"
"10736","10023836110"
"10737","10023836111"
"10738","10023836114"
"10739","10023836115"
"10740","10023836132"
"10741","10023836135"
"10742","10023836138"
"10743","10023836140"
"10744","10023836149"
"10745","10023836153"
"10746","10023836165"
"10747","10023836166"
"10748","10023836168"
"10749","10023836179"
"10750","10023836181"
"10751","10023836183"
"10752","10023836188"
"10753","10023836204"
"10754","10023836208"
"10755","10023836213"
"10756","10023836218"
"10757","10023836219"
"10758","10023836220"
"10759","10023836228"
"10760","10023836230"
"10761","10023836231"
"10762","10023836232"
"10763","10023836235"
"10764","10023836236"
"10765","10023836242"
"10766","10023836246"
"10767","10023836248"
"10768","10023836252"
"10769","10023836256"
"10770","10023836262"
"10771","10023836267"
"10772","10023836273"
"10773","10023836274"
"10774","10023836276"
"10775","10023836279"
"10776","10023836284"
"10777","10023836287"
"10778","10023836289"
"10779","10023836290"
"10780","10023836295"
"10781","10023836299"
"10782","10023836301"
"10783","10023836305"
"10784","10023836307"
"10785","10023836308"
"10786","10023836310"
"10787","10023836314"
"10788","10023836315"
"10789","10023836320"
"10790","10023836323"
"10791","10023836336"
"10792","10023836339"
"10793","10023836345"
"10794","10023836347"
"10795","10023836352"
"10796","10023836356"
"10797","10023836360"
"10798","10023836364"
"10799","10023836366"
"10800","10023836368"
"10801","10023836369"
"10802","10023836371"
"10803","10023836381"
"10804","10023836385"
"10805","10023836389"
"10806","10023836401"
"10807","10023836416"
"10808","10023836421"
"10809","10023836425"
"10810","10023836432"
"10811","10023836433"
"10812","10023836434"
"10813","10023836439"
"10814","10023836442"
"10815","10023836448"
"10816","10023836449"
"10817","10023836451"
"10818","10023836452"
"10819","10023836455"
"10820","10023836456"
"10821","10023836482"
"10822","10023836485"
"10823","10023836492"
"10824","10023836493"
"10825","10023836499"
"10826","10023836503"
"10827","10023836527"
"10828","10023836528"
"10829","10023836534"
"10830","10023836535"
"10831","10023836537"
"10832","10023836548"
"10833","10023836553"
"10834","10023836558"
"10835","10023836564"
"10836","10023836570"
"10837","10023836581"
"10838","10023836582"
"10839","10023836596"
"10840","10023836597"
"10841","10023836601"
"10842","10023836603"
"10843","10023836615"
"10844","10023836616"
"10845","10023836630"
"10846","10023836641"
"10847","10023836644"
"10848","10023836649"
"10849","10023836650"
"10850","10023836654"
"10851","10023836657"
"10852","10023836661"
"10853","10023836667"
"10854","10023836674"
"10855","10023836677"
"10856","10023836679"
"10857","10023836688"
"10858","10023836690"
"10859","10023836694"
"10860","10023836696"
"10861","10023836701"
"10862","10023836703"
"10863","10023836704"
"10864","10023836705"
"10865","10023836712"
"10866","10023836715"
"10867","10023836722"
"10868","10023836724"
"10869","10023836731"
"10870","10023836743"
"10871","10023836747"
"10872","10023836750"
"10873","10023836752"
"10874","10023836772"
"10875","10023836773"
"10876","10023836777"
"10877","10023836792"
"10878","10023836793"
"10879","10023836794"
"10880","10023836798"
"10881","10023836800"
"10882","10023836802"
"10883","10023836812"
"10884","10023836815"
"10885","10023836826"
"10886","10023836829"
"10887","10023836838"
"10888","10023836843"
"10889","10023836845"
"10890","10023836850"
"10891","10023836858"
"10892","10023836871"
"10893","10023836876"
"10894","10023836879"
"10895","10023836881"
"10896","10023836885"
"10897","10023836900"
"10898","10023836906"
"10899","10023836915"
"10900","10023836922"
"10901","10023836925"
"10902","10023836926"
"10903","10023836937"
"10904","10023836942"
"10905","10023836943"
"10906","10023836954"
"10907","10023836960"
"10908","10023836966"
"10909","10023836968"
"10910","10023836969"
"10911","10023836974"
"10912","10023836975"
"10913","10023836977"
"10914","10023836980"
"10915","10023836981"
"10916","10023836985"
"10917","10023836986"
"10918","10023836996"
"10919","10023837019"
"10920","10023837023"
"10921","10023837024"
"10922","10023837025"
"10923","10023837034"
"10924","10023837036"
"10925","10023837042"
"10926","10023837044"
"10927","10023837045"
"10928","10023837047"
"10929","10023837051"
"10930","10023837055"
